screen_name	user_id	politician
upwithsteve	69193833	0
upworthy	524396430	0
usatoday	15754281	0
usprogressives	246088673	0
usrepmikedoyle	39249305	1
usreprhinojosa	239905257	1
vanityfair	15279429	0
vanjones68	131497030	0
varepall	1955132936	0
vernbuchanan	20467163	1
virginiafoxx	16256269	1
vistajake	190589983	0
vj44	595515713	0
vp	325830217	1
wagnergirle	22456513	0
wanderer19	48854106	0
warrenbuffett	1364930179	0
warriorwoman91	118190428	0
washingtondctea	26122639	0
washingtonpost	2467791	0
waynebogda	111225697	0
waynedupreeshow	282695161	0
weeklystandard	17546958	0
wegoted	3113887713	0
wendydavistexas	2336902850	0
whiphoyer	22012091	0
whitehouse	30313925	0
whlive	369505837	0
whoopigoldberg	284602545	0
wikileaks	16589206	0
willis9189	450224751	0
wisesensei	636303971	0
wolfblitzer	71294756	0
workingamerica	51228973	0
wsj	3108351	0
yipeedog	633899914	0
yokoono	17681513	0
yougivemefever7	334660170	0
youngcons	42822396	0
yvetteclarke	240812994	0
zeitgeist2o12	263358545	0
zooeydeschanel	66561957	0
